household_count,gu_name,umd_nm,apt_name,jibun,apt_seq,sgg_cd,bjdong_cd,land_cd,bonbun,bubun,trade_count,latest_deal_date,max_deal_amount,exclusive_area_count,exclusive_areas
10,송파구,가락동,카나피아,46-3,11710-422,11710,,1,0046,0003,3,2025-11-21,85000,1,97.28
14,송파구,가락동,카나피아Ⅱ,34-1,11710-182,11710,,1,0034,0001,2,2022-05-26,74000,1,84.69
64,송파구,가락동,테라펠리체송파,166-6,11710-9304,11710,10700,1,0166,0006,35,2026-04-06,87300,5,29.1078|29.4206|33.1045|33.9472|44.0351
19,송파구,가락동,프라임,126-2,11710-426,11710,,1,0126,0002,2,2024-08-26,80000,2,84.28|84.4
19,송파구,가락동,프라임레지던스,196-3,11710-66,11710,,1,0196,0003,8,2025-12-19,130000,2,164.98|183
90,송파구,가락동,현대(60동),161-1,11710-70,11710,,1,0161,0001,20,2026-03-10,144000,3,82.16|84.31|84.46
72,송파구,가락동,현대7,171-5,11710-73,11710,,1,0171,0005,18,2025-06-25,124500,2,84.64|84.65
19,송파구,가락동,현대빌라트1,1-10,11710-74,11710,,1,0001,0010,3,2020-12-28,119000,3,156.47|158.24|214.13
18,송파구,가락동,현대파크빌,147-2,11710-43,11710,,1,0147,0002,3,2025-11-29,169000,1,218.49
15,송파구,가락동,현진타워,171,11710-7775,11710,,1,0171,0000,9,2023-01-31,30000,4,29.78|29.82|31.02|31.68
14,송파구,거여동,대영무지개1,9-6,11710-268,11710,,1,0009,0006,3,2025-07-18,41000,3,55.6|57.84|59.73
19,송파구,거여동,로얄,551-11,11710-448,11710,,1,0551,0011,2,2019-11-19,61000,1,84.33
48,송파구,거여동,보화2차,258-7,11710-139,11710,,1,0258,0007,16,2026-02-27,108000,2,40.38|40.77
27,송파구,거여동,블레스,45-1,11710-238,11710,,1,0045,0001,10,2025-08-23,75000,5,39.08|65.85|70.39|76.47|84.91
42,송파구,거여동,성동레인보우,129,11710-141,11710,,1,0129,0000,7,2022-10-26,62200,2,59.99|81.59
70,송파구,거여동,쌍용스윗닷홈2차,27-5,11710-5926,11710,,1,0027,0005,21,2026-04-20,129500,3,104.04|104.14|105.24
12,송파구,거여동,청솔,33-2,11710-438,11710,,1,0033,0002,1,2020-11-19,80000,1,69.34
19,송파구,거여동,팰리스힐,127-1,11710-6465,11710,,1,0127,0001,4,2019-10-09,42000,3,83.62|84|84.46
19,송파구,마천동,기영,191-17,11710-273,11710,,1,0191,0017,11,2024-03-29,114000,6,59.47|71.19|78.88|79.95|81.94|84.33
8,송파구,마천동,뉴타운,197-9,11710-204,11710,,1,0197,0009,4,2021-06-19,90800,2,57.57|63.72
19,송파구,마천동,다우림,30-2,11710-269,11710,,1,0030,0002,6,2021-09-07,80000,1,84.38
24,송파구,마천동,대성골드클래스,50,11710-8557,11710,,1,0050,0000,3,2025-10-31,55300,3,28.96|41.13|44.19
21,송파구,마천동,대성스카이뷰아파트,5,11710-9079,11710,,1,0005,0000,20,2021-04-20,53200,3,42.52|43.45|44.71
16,송파구,마천동,동구햇살,188-2,11710-274,11710,,1,0188,0002,4,2025-08-02,85000,4,67|70.54|72.9|79.38
71,송파구,마천동,마천대성,574,11710-147,11710,,1,0574,0000,10,2026-03-28,109000,4,58.67|59.31|59.38|59.62
6,송파구,마천동,보보스빌,200-75,11710-271,11710,,1,0200,0075,2,2020-08-15,89900,2,54.69|59.76
19,송파구,마천동,산성,271-17,11710-205,11710,,1,0271,0017,7,2026-02-19,139000,6,82.51|83.97|84.56|84.87|84.92|84.96
36,송파구,마천동,성영,22,11710-150,11710,,1,0022,0000,8,2026-03-14,72000,1,80.13
19,송파구,마천동,솔렌시아,31-2,11710-187,11710,,1,0031,0002,7,2025-03-21,63000,2,84.06|84.97
19,송파구,마천동,송파자연채,32-1,11710-6291,11710,,1,0032,0001,6,2022-03-14,68000,3,65.56|66.87|99.19
22,송파구,마천동,씨티,31-1,11710-152,11710,,1,0031,0001,5,2025-10-29,75000,1,84.98
17,송파구,마천동,천마그랑밸리,68-5,11710-270,11710,,1,0068,0005,12,2025-12-05,99000,4,74.54|84.8|84.95|117.36
84,송파구,마천동,한보1,175,11710-154,11710,,1,0175,0000,24,2025-11-01,130000,5,34.06|39.1|49.54|59.26|95.14
19,송파구,마천동,한주리버뷰,22-1,11710-7815,11710,,1,0022,0001,8,2024-06-20,59500,3,57.61|63.24|64.32
70,송파구,마천동,현대그린빌,181,11710-155,11710,,1,0181,0000,20,2025-06-30,60000,4,46.05|46.8|59.67|69.51
,송파구,문정동,광남캐스빌(C동),140,11710-254,11710,,1,0140,0000,3,2020-02-01,114000,2,84.89|119.37
18,송파구,문정동,그랜빌캐슬,70-16,11710-190,11710,,1,0070,0016,6,2025-06-26,93000,2,87.67|100.57
18,송파구,문정동,뉴파크팰리스,128-10,11710-188,11710,,1,0128,0010,7,2020-09-02,78000,4,57.88|66.79|67.03|83.22
10,송파구,문정동,대림미소나눔,94-9,11710-434,11710,,1,0094,0009,6,2026-03-12,71000,1,79.76
12,송파구,문정동,동궁리치웰(69-3),69-3,11710-277,11710,,1,0069,0003,6,2025-04-17,77250,1,72.78
18,송파구,문정동,동궁리치웰문정(101),55-3,11710-283,11710,,1,0055,0003,1,2020-10-06,74000,1,80.13
18,송파구,문정동,동궁리치웰문정(102),55-14,11710-253,11710,,1,0055,0014,3,2025-12-05,93500,1,80.13
24,송파구,문정동,동부브리앙뜨1,74,11710-91,11710,,1,0074,0000,9,2020-02-07,77500,2,80.15|83.07
16,송파구,문정동,동부화이트빌,58-17,11710-79,11710,,1,0058,0017,5,2024-06-15,43500,4,52.58|67.1|76.63|82.12
16,송파구,문정동,동부화이트빌(2동),67-14,11710-295,11710,,1,0067,0014,9,2025-04-23,55000,7,28.97|60.25|60.4|68.64|68.79|74.27|76.97
14,송파구,문정동,메트로IV,89-6,11710-206,11710,,1,0089,0006,8,2022-04-23,65000,3,49.54|68.94|83.96
12,송파구,문정동,문정그린,113-3,11710-363,11710,,1,0113,0003,5,2026-03-28,67000,2,71.93|75.08
78,송파구,문정동,문정동아,15,11710-82,11710,,1,0015,0000,23,2025-11-27,81500,4,54.1|57.72|84.7|84.87
16,송파구,문정동,미소로,88-11,11710-207,11710,,1,0088,0011,10,2024-07-29,66900,5,59.71|59.9|80.67|82.25|104.13
12,송파구,문정동,보라뷰,91-19,11710-433,11710,,1,0091,0019,1,2026-03-28,81300,1,84.88
12,송파구,문정동,보라뷰2,89-15,11710-443,11710,,1,0089,0015,3,2023-04-08,73000,1,72.95
14,송파구,문정동,브리앙뜨,63-8,11710-210,11710,,1,0063,0008,2,2023-04-26,55000,2,66.28|84.72
12,송파구,문정동,삼형아파트,96-12,11710-358,11710,,1,0096,0012,5,2025-07-14,77500,3,97.49|98.34|99.63
12,송파구,문정동,선경쉐르빌(106-15),106-15,11710-359,11710,,1,0106,0015,3,2025-02-26,66500,1,84.84
9,송파구,문정동,선경쉐르빌(106-23),106-23,11710-360,11710,,1,0106,0023,3,2026-02-07,73000,2,74.83|76.47
19,송파구,문정동,성해,4-2,11710-189,11710,,1,0004,0002,10,2026-01-14,100500,2,75.83|108.57
19,송파구,문정동,아름빌,81-1,11710-236,11710,,1,0081,0001,6,2024-02-21,63800,3,83.54|84.23|125.65
12,송파구,문정동,예그리나(1동),68-15,11710-5660,11710,,1,0068,0015,4,2023-11-20,73700,3,48.88|74.26|82.72
19,송파구,문정동,우민늘푸른,68-17,11710-6040,11710,,1,0068,0017,5,2020-06-17,82500,2,94.49|120.21
48,송파구,문정동,인택,114,11710-90,11710,,1,0114,0000,10,2021-09-08,101500,2,59.94|84.99
19,송파구,문정동,자이파인빌(101동),68-1,11710-5958,11710,,1,0068,0001,4,2025-06-23,69500,2,69.44|83.04
19,송파구,문정동,자이파인빌(102동),68-5,11710-6006,11710,,1,0068,0005,9,2026-03-28,73200,1,69.44
12,송파구,문정동,주성아트빌,61-11,11710-275,11710,,1,0061,0011,4,2026-03-27,84500,2,77.6|84.95
19,송파구,문정동,주성파크뷰,56-6,11710-209,11710,,1,0056,0006,7,2026-04-03,86500,2,84.26|84.57
19,송파구,문정동,트윈팰리스(101동),112,11710-5955,11710,,1,0112,0000,5,2021-10-01,93500,1,84.78
18,송파구,문정동,트윈팰리스(102동),112-19,11710-5956,11710,,1,0112,0019,3,2019-09-02,61000,1,84.78
12,송파구,문정동,프라임,4-1,11710-208,11710,,1,0004,0001,5,2024-03-30,76500,2,68.94|84.79
18,송파구,방이동,(185-5),185-5,11710-262,11710,,1,0185,0005,5,2022-04-15,148000,1,133.78
10,송파구,방이동,AQUADCASAS,223-13,11710-287,11710,,1,0223,0013,3,2025-05-30,64000,1,59.3
19,송파구,방이동,광남,154-1,11710-213,11710,,1,0154,0001,8,2025-08-11,92500,3,84.09|100.63|114.13
12,송파구,방이동,광명아파트,120-2,11710-5998,11710,,1,0120,0002,2,2026-04-08,80000,1,70.55
19,송파구,방이동,그린파크빌아파트,98-9,11710-256,11710,,1,0098,0009,5,2024-04-02,61000,2,73.32|84.56
19,송파구,방이동,뉴파크플러스,107-18,11710-5731,11710,,1,0107,0018,6,2024-09-26,73500,2,71.51|73.13
19,송파구,방이동,대양코리아나타워,182-2,11710-95,11710,,1,0182,0002,3,2024-08-17,138000,2,145.17|151.92
28,송파구,방이동,더원센트럴,48-3,11710-9055,11710,,1,0048,0003,11,2024-05-01,37500,3,17.58|28.41|29.09
13,송파구,방이동,도무스빌,177,11710-285,11710,,1,0177,0000,4,2025-06-03,191500,1,136.71
40,송파구,방이동,동광팰리스,50-10,11710-8754,11710,,1,0050,0010,28,2026-02-28,40000,5,22.57|23.02|23.88|24.03|25.27
11,송파구,방이동,드림팰리스,154-10,11710-191,11710,,1,0154,0010,2,2021-05-04,71000,2,94.95|114.98
24,송파구,방이동,디벨라지오,211-7,11710-9597,11710,,1,0211,0007,4,2024-09-11,155000,1,84.864
19,송파구,방이동,리치빌(177-2),177-2,11710-261,11710,,1,0177,0002,5,2022-01-03,192000,3,175.58|176.37|250.75
15,송파구,방이동,몽촌(아),103-24,11710-5995,11710,,1,0103,0024,5,2024-12-07,42500,3,51.68|52.54|56.64
13,송파구,방이동,방이동그린파크,177-6,11710-96,11710,,1,0177,0006,2,2019-06-24,96000,1,156.37
19,송파구,방이동,보미리즌빌(101동),134,11710-233,11710,,1,0134,0000,1,2020-09-10,80000,1,83.77
19,송파구,방이동,보미리즌빌(102동),134-17,11710-5670,11710,,1,0134,0017,3,2025-11-15,90000,3,80.97|83.77|84.94
19,송파구,방이동,부광,107-2,11710-257,11710,,1,0107,0002,3,2019-07-12,54000,2,81.92|84.62
19,송파구,방이동,서경아파트,124-18,11710-211,11710,,1,0124,0018,7,2024-01-10,54500,6,39.81|51.11|52.29|64.61|69.91|83.39
14,송파구,방이동,서림올림피아드,126-12,11710-258,11710,,1,0126,0012,2,2026-02-12,60700,2,33.84|69.38
15,송파구,방이동,서울탑빌라트,126-5,11710-444,11710,,1,0126,0005,5,2023-05-04,59500,2,41.4|84.6
12,송파구,방이동,세원아파트,169-2,11710-212,11710,,1,0169,0002,6,2026-03-28,59000,6,57.56|65.95|67.59|69.54|70.14|70.8
96,송파구,방이동,신동아타워,39-2,11710-97,11710,,1,0039,0002,33,2026-04-21,82000,3,50.4|58.38|80.13
19,송파구,방이동,신암밀리안아파트,169-1,11710-5804,11710,,1,0169,0001,3,2022-07-14,70000,2,82.47|99.15
19,송파구,방이동,아크로빌,104-4,11710-99,11710,,1,0104,0004,1,2023-09-09,151000,1,190.14
28,송파구,방이동,에비뉴잠실,47-2,11710-9044,11710,,1,0047,0002,8,2024-10-26,44900,2,26.54|29.51
77,송파구,방이동,옥산크리스탈,193-37,11710-100,11710,,1,0193,0037,21,2026-03-28,95750,2,62.5|74.53
12,송파구,방이동,올림픽타워1,182,11710-103,11710,,1,0182,0000,3,2023-05-02,215000,2,187.38|203.63
66,송파구,방이동,올림픽포레다움아파트,455,11710-9480,11710,,1,0455,0000,4,2026-03-16,66800,2,29.36|31.93
22,송파구,방이동,올림픽하이빌,205-6,11710-104,11710,,1,0205,0006,6,2020-06-01,99000,1,149.95
15,송파구,방이동,우광아파트,179-1,11710-105,11710,,1,0179,0001,3,2025-07-30,65000,3,60.78|64.37|71.95
19,송파구,방이동,원진아뜨리에,173-1,11710-284,11710,,1,0173,0001,4,2025-11-14,135000,2,118.6|125.75
18,송파구,방이동,윈저하우스,211-1,11710-435,11710,,1,0211,0001,7,2025-11-12,85000,3,49.23|71.88|78.39
19,송파구,방이동,은성아파트,148-7,11710-106,11710,,1,0148,0007,5,2025-03-15,72000,2,80.09|82.82
28,송파구,방이동,이스턴잠실,46-1,11710-9084,11710,,1,0046,0001,9,2026-01-31,40000,2,23.93|29.57
18,송파구,방이동,인택스빌,222,11710-107,11710,,1,0222,0000,7,2025-12-04,89900,3,61.2|72.48|76.56
12,송파구,방이동,인택스빌3차,186-12,11710-108,11710,,1,0186,0012,1,2024-04-29,63000,1,83.85
38,송파구,방이동,인택파크랜드,185,11710-286,11710,,1,0185,0000,15,2026-02-26,160000,3,98.05|126.69|126.79
14,송파구,방이동,인텍스빌,130-19,11710-109,11710,,1,0130,0019,2,2025-12-29,105000,2,108.98|117.61
13,송파구,방이동,정우아트빌A,134-1,11710-237,11710,,1,0134,0001,1,2019-10-09,28000,1,44.49
13,송파구,방이동,정우아트빌B,134-8,11710-5790,11710,,1,0134,0008,2,2025-11-08,61800,1,63.56
18,송파구,방이동,주함위너스Ⅰ,154-21,11710-260,11710,,1,0154,0021,7,2026-02-26,86000,2,84.68|94.62
18,송파구,방이동,주함위너스Ⅱ,154-3,11710-259,11710,,1,0154,0003,7,2025-08-07,85000,3,82.37|83.76|84.55
19,송파구,방이동,태평양파크1,181,11710-111,11710,,1,0181,0000,3,2024-12-25,132000,2,147.41|147.69
42,송파구,방이동,트리니엘,454,11710-9292,11710,,1,0454,0000,6,2025-10-30,65000,3,26.4474|33.3799|40.986
48,송파구,방이동,파라다이스빌(40-0),40,11710-5750,11710,,1,0040,0000,18,2025-11-13,125000,2,84.66|84.95
12,송파구,방이동,한성나이스빌,212-3,11710-445,11710,,1,0212,0003,7,2026-01-10,64500,1,74.83
19,송파구,방이동,한승,168,11710-5877,11710,,1,0168,0000,6,2025-01-08,320000,3,190.52|190.97|243.35
15,송파구,방이동,해동아파트A동(134-5),134-5,11710-6000,11710,,1,0134,0005,2,2020-11-27,55000,2,63.12|64.55
10,송파구,방이동,해동아파트B동(134-22),134-22,11710-6001,11710,,1,0134,0022,2,2025-02-15,59500,2,57.24|57.64
19,송파구,방이동,해태그린피아빌라트,180-8,11710-114,11710,,1,0180,0008,4,2025-10-31,255000,1,230.36
19,송파구,방이동,현대빌라(208-19),208-19,11710-117,11710,,1,0208,0019,1,2024-11-16,133000,1,173.55
19,송파구,방이동,현대월드빌리지,191,11710-118,11710,,1,0191,0000,3,2024-04-26,183000,1,215.13
86,송파구,방이동,현대주상복합,48-5,11710-119,11710,,1,0048,0005,35,2026-02-21,37300,10,23.43|23.99|25.96|27.23|28.64|30.8|32.07|33.69|35.32|38.56
17,송파구,방이동,현대홈타운스위트101,197-4,11710-288,11710,,1,0197,0004,5,2021-08-26,170000,4,137.09|144.91|148.68|159.41
11,송파구,방이동,현대홈타운스위트102,198,11710-291,11710,,1,0198,0000,4,2026-02-20,162000,4,124.42|125.25|136.19|143.69
12,송파구,방이동,현대홈타운스위트103,198-3,11710-290,11710,,1,0198,0003,8,2025-10-31,178000,4,146.25|147.67|147.69|148.68
19,송파구,방이동,현대홈타운스위트104,198-9,11710-292,11710,,1,0198,0009,11,2024-06-22,160000,4,103|142.07|148.5|148.68
18,송파구,방이동,현대홈타운스위트105,198-10,11710-289,11710,,1,0198,0010,7,2025-10-15,175000,3,144.7|148.68|149.32
19,송파구,삼전동,경덕,72-9,11710-194,11710,,1,0072,0009,4,2023-01-31,69000,3,48.42|78.71|79.07
17,송파구,삼전동,동승,164-5,11710-442,11710,,1,0164,0005,4,2025-12-12,54500,3,53.04|58.5|94.75
19,송파구,삼전동,동신,166-10,11710-193,11710,,1,0166,0010,5,2026-01-17,75000,3,61.04|64.79|79.98
14,송파구,삼전동,동원아이파크,38-26,11710-297,11710,,1,0038,0026,4,2024-04-06,71000,3,27.52|74.49|75.42
90,송파구,삼전동,레이크시티,8,11710-7249,11710,,1,0008,0000,3,2023-10-13,23000,3,18.87|18.89|19.34
24,송파구,삼전동,에이메스더리버송파,38-11,11710-8684,11710,,1,0038,0011,9,2026-03-12,140000,5,46|47.77|48.34|62.86|84.38
48,송파구,삼전동,엘에스타워,7-16,11710-8203,11710,,1,0007,0016,4,2020-12-09,20500,2,15.54|15.64
19,송파구,삼전동,하늘공원(69-5),69-5,11710-5935,11710,,1,0069,0005,10,2025-06-15,72000,4,62.39|62.99|66|83.52
28,송파구,삼전동,하이파크아파트,38-12,11710-8217,11710,,1,0038,0012,14,2026-03-09,85500,1,51.2
14,송파구,삼전동,한양,38-19,11710-420,11710,,1,0038,0019,5,2025-11-06,85000,3,77.01|79.05|84.52
10,송파구,석촌동,K.L.C,251-16,11710-419,11710,,1,0251,0016,1,2019-05-13,42200,1,64.3
15,송파구,석촌동,나래파크빌,280-4,11710-8299,11710,,1,0280,0004,2,2018-10-24,29600,2,18.11|29.96
19,송파구,석촌동,다성리치빌,77-7,11710-38,11710,,1,0077,0007,4,2020-09-22,67400,3,73.75|84.94|121.41
62,송파구,석촌동,로쟌뷰,1-1,11710-5607,11710,,1,0001,0001,17,2026-04-08,184000,4,110.45|123.45|129.32|134.43
25,송파구,석촌동,루컴스힐더테라스,173-1,11710-9645,11710,,1,0173,0001,2,2025-11-18,109500,2,43.328|49.4599
73,송파구,석촌동,미켈란호수가,158-5,11710-5968,11710,,1,0158,0005,20,2026-03-27,215000,4,129.45|134.86|136.8|148.02
13,송파구,석촌동,밀란체1,227-12,11710-5969,11710,,1,0227,0012,3,2026-03-10,76000,1,68.36
18,송파구,석촌동,배명씨앤디,222-7,11710-229,11710,,1,0222,0007,3,2026-03-20,78500,1,75.69
10,송파구,석촌동,베스트휴,227-10,11710-5904,11710,,1,0227,0010,2,2023-08-11,51300,2,58.98|75.51
12,송파구,석촌동,서원파인뷰(101동),224-2,11710-214,11710,,1,0224,0002,1,2020-03-12,56400,1,84.96
12,송파구,석촌동,서원파인뷰(102동),224-3,11710-215,11710,,1,0224,0003,4,2025-02-22,81000,1,84.96
18,송파구,석촌동,석촌동효신아파트,54-31,11710-6011,11710,,1,0054,0031,5,2021-07-03,52000,4,55.11|60.96|66.59|73.98
19,송파구,석촌동,신부파스카빌,60-2,11710-217,11710,,1,0060,0002,7,2024-01-08,56000,4,44.66|65.02|65.17|69.94
32,송파구,석촌동,예명,253-2,11710-39,11710,,1,0253,0002,11,2026-01-27,106000,3,53.06|68.93|84.27
10,송파구,석촌동,원남,282-12,11710-216,11710,,1,0282,0012,1,2020-07-01,64500,1,80.6
17,송파구,석촌동,월드,297-28,11710-293,11710,,1,0297,0028,3,2021-05-26,66000,1,69.3
11,송파구,석촌동,은성,227-11,11710-247,11710,,1,0227,0011,2,2019-12-30,37700,2,51.36|64.88
18,송파구,석촌동,현대(201),226-2,11710-246,11710,,1,0226,0002,12,2026-03-09,56800,3,48|64.35|68.1
12,송파구,송파동,각산,173-1,11710-21,11710,,1,0173,0001,3,2024-08-01,84000,1,84.76
9,송파구,송파동,갑오빌라트,14,11710-219,11710,,1,0014,0000,2,2020-10-25,50000,2,63.76|76.68
36,송파구,송파동,경남레이크파크,32-1,11710-22,11710,10400,1,0032,0001,10,2026-04-07,217000,1,149.89
16,송파구,송파동,경일,139-4,11710-244,11710,,1,0139,0004,5,2026-03-07,84000,2,61.67|106.52
19,송파구,송파동,노보빌아파트,180-7,11710-23,11710,,1,0180,0007,5,2021-09-27,160000,2,198.26|203.63
69,송파구,송파동,대우레이크월드,58-1,11710-228,11710,,1,0058,0001,31,2026-02-21,190000,5,139.64|162.67|163.44|164.05|164.74
75,송파구,송파동,레이크해모로,58-4,11710-5598,11710,,1,0058,0004,27,2025-12-12,150000,7,68.52|83.57|84.51|84.73|84.75|84.91|120.57
17,송파구,송파동,송정,187-5,11710-245,11710,,1,0187,0005,2,2020-08-10,59000,2,61.95|77.4
70,송파구,송파동,송파센텀레이크,246,11710-9620,11710,,1,0246,0000,5,2026-02-23,140000,2,68.6612|71.2734
24,송파구,송파동,송파포트힐한샘인사이드,244,11710-9577,11710,,1,0244,0000,1,2025-06-24,84000,1,56.1899
18,송파구,송파동,에스-탑,118-2,11710-243,11710,,1,0118,0002,4,2020-08-07,77500,2,106.02|116.55
22,송파구,송파동,엘에이치송파도시형생활주택,12-2,11710-7361,11710,,1,0012,0002,7,2021-10-12,17700,4,17.59|18.4|18.97|22.87
50,송파구,송파동,여흥레이크빌,31,11710-220,11710,,1,0031,0000,16,2025-12-04,215000,1,167.73
17,송파구,송파동,온누리,132-4,11710-278,11710,,1,0132,0004,3,2025-02-04,60000,3,56.59|58.1|84.95
12,송파구,송파동,위례캐스빌,104-1,11710-221,11710,,1,0104,0001,6,2024-03-27,76500,2,82.01|83.9
29,송파구,송파동,트윈레이크팰리스빌,58-15,11710-8667,11710,,1,0058,0015,11,2026-02-07,37800,5,28.11|29.22|29.23|29.25|29.38
27,송파구,송파동,한영해시안아파트,167-1,11710-8841,11710,,1,0167,0001,9,2026-02-20,104000,3,58.83|62.63|63.81
44,송파구,송파동,현대레이크빌1,31-2,11710-33,11710,,1,0031,0002,13,2025-08-18,210000,7,26.34|27.09|39.38|40.45|168.74|199.22|199.23
43,송파구,송파동,홍익봄마을,173-12,11710-279,11710,,1,0173,0012,6,2022-11-21,90000,1,82.7
19,송파구,송파동,힐스빌,104,11710-36,11710,,1,0104,0000,11,2025-08-08,75500,6,45.82|52.62|70.55|72.88|83.04|122.5
84,송파구,신천동,잠실시그마타워,7-19,11710-168,11710,,1,0007,0019,20,2025-11-28,270000,6,155.48|182.11|201.86|207.25|208.56|208.72
84,송파구,신천동,잠실아이스페이스,11-10,11710-169,11710,,1,0011,0010,32,2026-04-04,137500,12,58.23|67.11|67.28|71.15|71.42|74.2|76.55|76.88|83.11|84.11|84.56|84.69
60,송파구,신천동,한빛웰리스,7-17,11710-174,11710,,1,0007,0017,11,2026-01-05,185000,4,146.74|148.6|154.57|203.13
18,송파구,오금동,광남캐스빌,113-2,11710-6423,11710,,1,0113,0002,8,2026-02-21,76000,3,83.77|84.44|84.58
18,송파구,오금동,그랑밸리(119-27),119-27,11710-7019,11710,,1,0119,0027,5,2026-03-08,63000,2,52.09|54.02
10,송파구,오금동,그랑밸리(64),64,11710-6002,11710,,1,0064,0000,4,2025-11-13,70000,2,54.42|76.43
12,송파구,오금동,금성리치몬드,85-4,11710-225,11710,,1,0085,0004,1,2020-05-25,30000,1,83.74
17,송파구,오금동,노블레스카운티,4-7,11710-240,11710,,1,0004,0007,4,2025-01-11,95000,1,93.9
10,송파구,오금동,노블하우스1,9-7,11710-264,11710,,1,0009,0007,2,2025-10-27,87500,2,116.61|117.73
19,송파구,오금동,다성이즈빌클래식,75,11710-198,11710,,1,0075,0000,6,2026-03-22,104000,2,167.4|170.61
32,송파구,오금동,다성파크뷰,26-3,11710-121,11710,,1,0026,0003,9,2026-01-13,92000,4,64.96|67.55|71.63|73.4
18,송파구,오금동,대영공원(102동),54-4,11710-437,11710,,1,0054,0004,3,2019-11-18,55000,2,84.87|84.99
21,송파구,오금동,더뷰21,130-3,11710-9257,11710,,1,0130,0003,7,2025-02-11,89500,2,54.943|59.955
54,송파구,오금동,르네상스빌,45,11710-265,11710,,1,0045,0000,9,2026-02-07,260000,4,170.37|179.66|204.11|258.28
12,송파구,오금동,리오파크빌,49-3,11710-222,11710,,1,0049,0003,1,2019-11-25,41000,1,76.54
19,송파구,오금동,매그놀리아(1차),81-2,11710-199,11710,,1,0081,0002,9,2024-09-04,79000,1,80.09
12,송파구,오금동,매그놀리아(2차),81-1,11710-266,11710,,1,0081,0001,4,2022-02-21,55000,2,74.94|75.28
19,송파구,오금동,명성화인캐슬,118-23,11710-226,11710,,1,0118,0023,9,2026-03-03,67000,3,72.38|84.89|84.97
12,송파구,오금동,미소,134-29,11710-197,11710,,1,0134,0029,1,2020-04-06,47000,1,83.78
87,송파구,오금동,반석블레스빌,55-8,11710-132,11710,,1,0055,0008,18,2025-06-08,95000,2,83.15|84.15
27,송파구,오금동,슈프림하우스,80-15,11710-9355,11710,,1,0080,0015,27,2022-03-24,49050,15,20.23|20.27|20.29|20.99|21.2|21.39|28.92|29.01|29.19|29.92|29.96|35.33|36.77|37.72|42.73
15,송파구,오금동,쌍용스윗닷홈(301동),31,11710-5678,11710,,1,0031,0000,3,2020-11-30,147000,1,156.81
15,송파구,오금동,쌍용스윗닷홈(401동),31-2,11710-5679,11710,,1,0031,0002,4,2024-05-20,150000,1,156.81
12,송파구,오금동,아키스,80-14,11710-224,11710,,1,0080,0014,3,2024-01-27,56800,2,61.82|67.04
60,송파구,오금동,에스아이팰리스송파올림픽공원,1-6,11710-9308,11710,,1,0001,0006,13,2025-11-12,59000,4,16.6|24.26|27.55|31.6
29,송파구,오금동,엘리시움아파트,26-2,11710-8474,11710,,1,0026,0002,11,2026-04-04,84000,4,60.22|62.98|64.7|66.19
44,송파구,오금동,영풍,133-16,11710-126,11710,,1,0133,0016,12,2024-04-30,79500,3,59.76|68.06|100.76
12,송파구,오금동,오금그랑밸리,71-8,11710-447,11710,,1,0071,0008,2,2023-02-21,40000,2,36.48|80.27
19,송파구,오금동,오금아르미안,69-9,11710-223,11710,,1,0069,0009,5,2020-06-12,41800,2,62.22|82.88
17,송파구,오금동,오륜파크빌,29-5,11710-235,11710,,1,0029,0005,8,2026-02-27,58400,3,47.83|70.46|81.57
121,송파구,오금동,올림픽파크센트레빌,615,11710-6424,11710,,1,0615,0000,39,2026-02-24,171000,6,84.1625|84.3755|84.5875|84.6819|84.7766|84.9071
18,송파구,오금동,우송그린,76,11710-128,11710,,1,0076,0000,7,2026-03-23,71000,2,84.69|84.96
20,송파구,오금동,진성,55-3,11710-446,11710,,1,0055,0003,7,2020-03-28,36000,1,64.32
19,송파구,오금동,한두리,114-29,11710-267,11710,,1,0114,0029,13,2026-02-14,66000,5,51.22|61.78|68.7|83.13|97.43
19,송파구,오금동,혜성공원(101동),54-1,11710-436,11710,,1,0054,0001,3,2026-03-14,78000,3,80.72|84.68|84.8
48,송파구,잠실동,NS파인트리,183-12,11710-9227,11710,,1,0183,0012,8,2025-08-12,31500,1,19.7
19,송파구,잠실동,신동아예지움,307-2,11710-157,11710,,1,0307,0002,6,2024-11-13,130000,2,132|132.12
56,송파구,잠실동,앙시레이크타워,305,11710-9188,11710,,1,0305,0000,8,2025-12-06,53800,3,18.5251|18.6538|32.7381
86,송파구,잠실동,잠실포스코더샵,336-5,11710-280,11710,,1,0336,0005,21,2026-03-07,150000,4,84.26|84.38|84.92|84.95
24,송파구,잠실동,파크인-수,250-5,11710-6509,11710,,1,0250,0005,9,2026-04-03,170000,1,143.798
29,송파구,잠실동,한영해시안아파트,239-6,11710-8320,11710,,1,0239,0006,12,2025-08-27,102500,3,43.38|54.14|63.65
43,송파구,풍납동,금강캐스빌,513,11710-6627,11710,,1,0513,0000,14,2026-04-13,82000,6,82.1|84.06|84.07|84.09|84.1|114.62
40,송파구,풍납동,미랜드퀸,254,11710-6200,11710,,1,0254,0000,8,2026-01-03,85000,3,84.33|84.44|84.89
22,송파구,풍납동,송파N-suite,254-2,11710-6099,11710,,1,0254,0002,3,2025-09-26,59850,3,67.84|75.41|75.89
135,송파구,풍납동,신동아파밀리에,220-2,11710-9,11710,,1,0220,0002,47,2026-02-28,105000,2,59.36|84.63
